Sl No:,Customer,Month,Type,Amount
1140,A42,03-Aug-05,PETRO,255916.9
1141,A43,03-Sep-05,PETRO,74702.68
1142,A44,03-Oct-05,PETRO,64615.46
1143,A45,03-Nov-05,PETRO,131096.88
1144,A46,03-Dec-05,PETRO,223902.41
1145,A47,03-Jan-06,PETRO,175283.18
1146,A48,03-Feb-06,BIKE,177739.28
1147,A49,03-Mar-06,AUTO,187052.06
1148,A50,03-Apr-06,SHOPPING,278131.32
1149,A51,03-May-06,AIR TICKET,189714.74
1150,A52,03-Jun-06,BUS TICKET,40531.37
1151,A53,03-Jul-06,TRAIN TICKET,488399.04
1152,A54,03-Aug-06,RENTAL,425083.22
1153,A55,03-Sep-06,MOVIE TICKET,70329.95
1154,A56,03-Oct-06,JEWELLERY,156247.17
1155,A57,03-Nov-06,PETRO,13756.3
1156,A58,03-Dec-06,CLOTHES,167643.95
1157,A59,12-Jan-04,FOOD,246626.36
1158,A60,03-Jan-04,CAMERA,187831.62
1159,A61,15-Jan-04,CAMERA,147299.1
1160,A60,25-Jan-04,CAMERA,153892.1
1161,A61,17-Jan-05,CAMERA,351215.4
1162,A62,23-Feb-05,SHOPPING,332077.43
1163,A36,01-Feb-05,AIR TICKET,462544.44
1164,A37,05-Feb-04,BUS TICKET,235526.84
1165,A38,28-Feb-05,TRAIN TICKET,226426.44
1166,A39,16-Feb-05,RENTAL,239709.3
1167,A40,23-Feb-05,MOVIE TICKET,490796.93
1168,A41,03-Feb-05,JEWELLERY,309443.8
1169,A42,04-Feb-06,PETRO,321649.02
1170,A43,25-Mar-06,CLOTHES,399124.6
1171,A44,31-Mar-06,FOOD,115314.35
1172,A45,23-Mar-06,CAMERA,423533.99
1173,A46,24-Mar-06,SANDALS,395743.23
1174,A47,25-Mar-06,CAR,207519.72
1175,A48,26-Mar-06,BIKE,20190.85
1176,A49,27-Mar-06,AUTO,166890.16
1177,A50,28-Mar-06,SHOPPING,8973.11
1178,A51,29-Mar-06,AIR TICKET,12330.03
1179,A52,30-Mar-06,BUS TICKET,197099.53
1180,A53,31-Mar-06,TRAIN TICKET,199062.97
1181,A54,01-Apr-06,RENTAL,410461.33
1182,A55,02-Apr-06,MOVIE TICKET,333764.18
1183,A56,03-Apr-06,JEWELLERY,55929.85
1184,A57,04-Apr-06,PETRO,153475.34
1185,A58,12-Jan-04,CLOTHES,389454
1186,A59,03-Jan-04,FOOD,452806.53
1187,A60,15-Jan-04,CAMERA,214953.66
1188,A61,25-Jan-04,CAMERA,211848.96
1189,A60,12-Jan-04,CAMERA,293918.67
1190,A61,03-Jan-04,CAMERA,213221.11
1191,A62,15-Jan-04,SHOPPING,392677.26
1192,A36,25-Jan-04,AIR TICKET,299214.61
1193,A37,12-Jan-04,BUS TICKET,341536.68
1194,A38,03-Jan-04,TRAIN TICKET,274060.46
1195,A39,15-Jan-04,RENTAL,452489.19
1196,A40,25-Jan-04,MOVIE TICKET,430315.13
1197,A41,12-Jan-04,JEWELLERY,285659.5
1198,A42,03-Jan-04,PETRO,296594.65
1199,A43,15-Jan-04,CLOTHES,172171.32
1200,A44,12-Jan-04,FOOD,363995.73
1201,A45,03-Jan-04,CAMERA,241139.52
1202,A46,15-Jan-04,SANDALS,48389.14
1203,A47,25-Jan-04,CAR,167204.15
1204,A48,17-Jan-05,BIKE,28569.09
1205,A49,23-Feb-05,AUTO,202133.43
1206,A50,01-Feb-05,SHOPPING,403456.53
1207,A51,05-Feb-04,AIR TICKET,260844.61
1208,A52,28-Feb-05,BUS TICKET,307330.8
1209,A53,16-Feb-05,TRAIN TICKET,355052.9
1210,A54,23-Feb-05,RENTAL,122119.9
1211,A55,03-Feb-05,MOVIE TICKET,127432.64
1212,A56,04-Feb-06,JEWELLERY,481587.27
1213,A57,25-Mar-06,PETRO,149750.73
1214,A58,31-Mar-06,CLOTHES,400882.5
1215,A59,23-Mar-06,FOOD,274686.56
1216,A60,19-Mar-04,CAMERA,305955.6
1217,A61,05-Mar-06,CAMERA,237635.09
1218,A60,04-Apr-05,CAMERA,316196.2
1219,A61,30-Apr-06,CAMERA,347019.23
1220,A62,25-Apr-04,SHOPPING,222806.33
1221,A36,19-Apr-06,AIR TICKET,119232.67
1222,A37,06-Apr-04,BUS TICKET,87633.92
1223,A38,27-Apr-05,TRAIN TICKET,136185.87
1224,A39,05-May-04,RENTAL,197783.17
1225,A40,06-May-06,MOVIE TICKET,367109.58
1226,A41,07-May-05,JEWELLERY,186647.63
1227,A42,08-May-06,PETRO,326633.49
1228,A43,09-May-05,CLOTHES,425029.19
1229,A44,10-May-06,FOOD,461242.82
1230,A45,11-Jul-06,CAMERA,248061.75
1231,A46,12-Aug-05,SANDALS,444175.51
1232,A47,13-Sep-04,CAR,411196.65
1233,A48,20-Nov-05,BIKE,403772.02
1234,A49,21-Nov-06,AUTO,110234.83
1235,A50,22-Nov-05,SHOPPING,378836.14
1236,A51,23-Nov-04,AIR TICKET,339077.11
1237,A52,24-May-05,AIR TICKET,313351.15
1238,A53,25-May-05,AIR TICKET,58911.72
1239,A54,26-May-05,AIR TICKET,193549.19
1240,A55,27-May-05,AIR TICKET,450935.8
1241,A56,28-May-05,AIR TICKET,497368.07
1242,A57,29-May-05,AIR TICKET,390003.19
1243,A58,30-May-05,AIR TICKET,194262
1244,A59,31-May-05,AIR TICKET,365270.93
1245,A60,01-Jun-05,AIR TICKET,312826.1
1246,A61,02-Jun-05,AIR TICKET,290446.41
1247,A60,03-Jun-05,AIR TICKET,268099.23
1248,A61,03-Jul-05,AIR TICKET,152889.45
1249,A62,03-Aug-05,AIR TICKET,70049.12
1250,A36,03-Sep-05,AIR TICKET,185913.62
1251,A37,03-Oct-05,AIR TICKET,223294.32
1252,A38,03-Nov-05,AIR TICKET,140330.7
1253,A39,03-Dec-05,AIR TICKET,65578.12
1254,A40,03-Jan-06,AIR TICKET,376503.24
1255,A41,03-Feb-06,AIR TICKET,143916.94
1256,A42,03-Mar-06,AIR TICKET,83976.45
1257,A43,03-Apr-06,AIR TICKET,8806.98
1258,A44,03-May-06,AIR TICKET,140018.81
1259,A45,03-Jun-06,AIR TICKET,7553.18
1260,A46,03-Jul-06,AIR TICKET,191003.23
1261,A47,03-Aug-06,AIR TICKET,380701.19
1262,A48,03-Sep-06,AIR TICKET,34763.1
1263,A49,03-Oct-06,JEWELLERY,431106.59
1264,A50,03-Nov-06,PETRO,334520.52
1265,A51,03-Dec-06,CLOTHES,338487.58
1266,A52,12-Jan-04,FOOD,178238.22
1267,A53,03-Jan-04,CAMERA,431043.38
1268,A54,15-Jan-04,CAMERA,161266.69
1269,A55,25-Jan-04,CAMERA,412896.35
1270,A56,17-Jan-05,CAMERA,474957.29
1271,A57,23-Feb-05,SHOPPING,19910.49
1272,A58,01-Feb-05,AIR TICKET,79949.77
1273,A59,05-Feb-04,BUS TICKET,148214.1
1274,A60,28-Feb-05,TRAIN TICKET,268335.38
1275,A61,16-Feb-05,RENTAL,26620.47
1276,A60,23-Feb-05,MOVIE TICKET,451093.63
1277,A61,03-Feb-05,JEWELLERY,36566.43
1278,A62,04-Feb-06,PETRO,360832.43
1279,A36,25-Mar-06,CLOTHES,402971.3
1280,A37,31-Mar-06,CLOTHES,360275.66
1281,A38,23-Mar-06,CLOTHES,240838.12
1282,A39,24-Mar-06,CLOTHES,304227.82
1283,A40,25-Mar-06,CLOTHES,457306.26
1284,A41,26-Mar-06,CLOTHES,60184.03
1285,A42,27-Mar-06,CLOTHES,122304.99
1286,A43,28-Mar-06,CLOTHES,446363.89
1287,A44,29-Mar-06,CLOTHES,259755.18
1288,A45,30-Mar-06,CLOTHES,264508.2
1289,A46,31-Mar-06,TRAIN TICKET,467881.05
1290,A47,01-Apr-06,RENTAL,80959.08
1291,A48,02-Apr-06,MOVIE TICKET,325305.43
1292,A49,03-Apr-06,JEWELLERY,308092.12
1293,A50,04-Apr-06,PETRO,230134.29
1294,A51,12-Jan-04,CLOTHES,485688.73
1295,A52,03-Jan-04,FOOD,313374.22
1296,A53,15-Jan-04,CAMERA,213228.84
1297,A54,25-Jan-04,CAMERA,494457.44
1298,A55,12-Jan-04,CAMERA,244092.6
1299,A56,03-Jan-04,CAMERA,194695.72
1300,A57,15-Jan-04,SHOPPING,199186.44
1301,A58,25-Jan-04,AIR TICKET,281284.63
1302,A59,12-Jan-04,BUS TICKET,176363.47
1303,A60,03-Jan-04,TRAIN TICKET,454349.36
1304,A61,15-Jan-04,RENTAL,396858.13
1305,A60,25-Jan-04,MOVIE TICKET,445859.26
1306,A61,12-Jan-04,JEWELLERY,403777.74
1307,A62,03-Jan-04,PETRO,361346.18
1308,A36,15-Jan-04,CLOTHES,78835.86
1309,A37,12-Jan-04,FOOD,325716.97
1310,A38,03-Jan-04,CAMERA,447673.43
1311,A39,15-Jan-04,SANDALS,152794.71
1312,A40,25-Jan-04,CAR,472337.13
1313,A41,17-Jan-05,BIKE,349764.68
1314,A42,23-Feb-05,AUTO,191608.25
1315,A43,01-Feb-05,SHOPPING,6445.55
1316,A44,05-Feb-04,AIR TICKET,53951.61
1317,A45,28-Feb-05,BUS TICKET,300960.46
1318,A46,16-Feb-05,TRAIN TICKET,330132.62
1319,A47,23-Feb-05,TRAIN TICKET,89297.76
1320,A48,03-Feb-05,TRAIN TICKET,360016.22
1321,A49,04-Feb-06,TRAIN TICKET,327690.67
1322,A50,25-Mar-06,TRAIN TICKET,67583.69
1323,A51,31-Mar-06,TRAIN TICKET,89571.94
1324,A52,23-Mar-06,TRAIN TICKET,336196.48
1325,A53,19-Mar-04,TRAIN TICKET,63888.88
1326,A54,05-Mar-06,TRAIN TICKET,108824.87
1327,A55,04-Apr-05,TRAIN TICKET,416430.15
1328,A56,30-Apr-06,TRAIN TICKET,249003.25
1329,A57,25-Apr-04,TRAIN TICKET,245152.21
1330,A58,19-Apr-06,TRAIN TICKET,342976.2
1331,A59,06-Apr-04,TRAIN TICKET,381428.67
1332,A60,27-Apr-05,TRAIN TICKET,447530.58
1333,A61,05-May-04,RENTAL,452028.03
1334,A60,06-May-06,MOVIE TICKET,388063.32
1335,A61,07-May-05,JEWELLERY,282168.93
1336,A62,08-May-06,PETRO,16782.6
1337,A36,09-May-05,CLOTHES,408892.04
1338,A37,10-May-06,FOOD,44387.34
1339,A38,11-Jul-06,CAMERA,412599.88
1340,A39,12-Aug-05,SANDALS,398772.94
1341,A40,13-Sep-04,CAR,129309.31
1342,A41,20-Nov-05,BIKE,488800.78
1343,A42,21-Nov-06,AUTO,75620.93
1344,A43,22-Nov-05,SHOPPING,348851.17
1345,A44,23-Nov-04,AIR TICKET,147669.99
1346,A45,24-May-05,BUS TICKET,393767.3
1347,A46,25-May-05,TRAIN TICKET,344405.24
1348,A47,26-May-05,RENTAL,388218.55
1349,A48,27-May-05,MOVIE TICKET,258540.55
1350,A49,28-May-05,JEWELLERY,189462.58
1351,A50,29-May-05,PETRO,194148.58
1352,A51,30-May-05,PETRO,191971.9
1353,A52,31-May-05,PETRO,489352.86
1354,A53,01-Jun-05,PETRO,110241.42
1355,A54,02-Jun-05,PETRO,155278.41
1356,A55,03-Jun-05,PETRO,496185.13
1357,A56,03-Jul-05,PETRO,226224.39
1358,A57,03-Aug-05,PETRO,113117.61
1359,A58,03-Sep-05,PETRO,209639.64
1360,A59,03-Oct-05,PETRO,379105.49
1361,A60,03-Nov-05,PETRO,196457.74
1362,A61,03-Dec-05,PETRO,62914.03
1363,A60,03-Jan-06,PETRO,30614.56
1364,A61,03-Feb-06,PETRO,126283.33
1365,A62,03-Mar-06,CAR,285498.52
1366,A36,03-Apr-06,BIKE,8391.95
1367,A37,03-May-06,AUTO,53750.45
1368,A38,03-Jun-06,SHOPPING,467923.97
1369,A39,03-Jul-06,AIR TICKET,250483.5
1370,A40,03-Aug-06,BUS TICKET,204066.99
1371,A41,03-Sep-06,TRAIN TICKET,302730.7
1372,A42,03-Oct-06,RENTAL,78453.76
1373,A43,03-Nov-06,MOVIE TICKET,250480.13
1374,A44,03-Dec-06,JEWELLERY,313591.17
1375,A45,12-Jan-04,PETRO,210905.85
1376,A46,03-Jan-04,CLOTHES,53907.13
1377,A47,15-Jan-04,CLOTHES,499793.49
1378,A48,25-Jan-04,CLOTHES,124515.22
1379,A49,17-Jan-05,CLOTHES,104533.09
1380,A50,23-Feb-05,CLOTHES,285724.8
1381,A51,01-Feb-05,CLOTHES,442353.98
1382,A52,05-Feb-04,CLOTHES,290123.86
1383,A53,28-Feb-05,CLOTHES,389005.53
1384,A54,16-Feb-05,CLOTHES,91140.13
1385,A55,23-Feb-05,CLOTHES,490040.9
1386,A56,03-Feb-05,CLOTHES,276525.82
1387,A57,04-Feb-06,CLOTHES,129110.67
1388,A58,25-Mar-06,JEWELLERY,348861.19
1389,A59,31-Mar-06,PETRO,67835.3
1390,A60,23-Mar-06,CLOTHES,167160.18
1391,A61,24-Mar-06,FOOD,151908.02
1392,A60,25-Mar-06,FOOD,153147.63
1393,A61,26-Mar-06,FOOD,111315.17
1394,A62,27-Mar-06,FOOD,54486.22
1395,A36,28-Mar-06,FOOD,418646.15
1396,A37,29-Mar-06,FOOD,31471.75
1397,A38,30-Mar-06,FOOD,338873.06
1398,A39,31-Mar-06,FOOD,416672.65
1399,A40,01-Apr-06,FOOD,236231.22
1400,A41,02-Apr-06,FOOD,147603.88
1401,A42,03-Apr-06,RENTAL,84931.16
1402,A43,04-Apr-06,MOVIE TICKET,458181.61
1403,A44,12-Jan-04,JEWELLERY,150962.18
1404,A45,03-Jan-04,PETRO,395544.28
1405,A46,15-Jan-04,CLOTHES,107439.53
1406,A47,25-Jan-04,FOOD,321181.13
1407,A48,12-Jan-04,CAMERA,268465.71
1408,A49,03-Jan-04,CAMERA,144163.36
1409,A50,15-Jan-04,CAMERA,429836.26
1410,A51,25-Jan-04,CAMERA,443043.39
1411,A52,12-Jan-04,SHOPPING,313571
1412,A53,03-Jan-04,AIR TICKET,461071.15
1413,A54,15-Jan-04,AIR TICKET,98748.94
1414,A55,25-Jan-04,AIR TICKET,456080.65
1415,A56,12-Jan-04,AIR TICKET,316155.21
1416,A57,03-Jan-04,AIR TICKET,162490.62
1417,A58,15-Jan-04,AIR TICKET,392868.39
1418,A59,12-Jan-04,AIR TICKET,495771.8
1419,A60,03-Jan-04,AIR TICKET,262521.84
1420,A61,15-Jan-04,AIR TICKET,3313.37
1421,A60,25-Jan-04,AIR TICKET,4977.49
1422,A61,17-Jan-05,AIR TICKET,443356.07
1423,A62,23-Feb-05,AIR TICKET,159734.23
1424,A36,01-Feb-05,AIR TICKET,229724.45
1425,A37,05-Feb-04,AIR TICKET,111152.18
1426,A38,28-Feb-05,AIR TICKET,397634.72
1427,A39,16-Feb-05,AIR TICKET,211569.74
1428,A40,23-Feb-05,BUS TICKET,376766.34
1429,A41,03-Feb-05,TRAIN TICKET,42447.06
1430,A42,04-Feb-06,RENTAL,445304.14
1431,A43,25-Mar-06,MOVIE TICKET,132133.11
1432,A44,31-Mar-06,JEWELLERY,219556.74
1433,A45,23-Mar-06,JEWELLERY,298900.61
1434,A46,19-Mar-04,JEWELLERY,468872.11
1435,A47,05-Mar-06,JEWELLERY,51935.69
1436,A48,04-Apr-05,JEWELLERY,218304.93
1437,A49,30-Apr-06,JEWELLERY,496680.91
1438,A50,25-Apr-04,JEWELLERY,333534.98
1439,A51,19-Apr-06,JEWELLERY,144892.7
1440,A52,06-Apr-04,JEWELLERY,91769.02
1441,A53,27-Apr-05,JEWELLERY,129641.87
1442,A54,05-May-04,JEWELLERY,139648.2
1443,A55,06-May-06,JEWELLERY,192843.3
1444,A56,07-May-05,JEWELLERY,110809.17
1445,A57,08-May-06,JEWELLERY,116195.53
1446,A58,09-May-05,JEWELLERY,62814.73
1447,A59,10-May-06,JEWELLERY,240006.76
1448,A60,11-Jul-06,JEWELLERY,474907.71
1449,A61,12-Aug-05,AIR TICKET,487680.73
1450,A60,13-Sep-04,BUS TICKET,316498.85
1451,A61,20-Nov-05,BUS TICKET,379397.99
1452,A62,21-Nov-06,BUS TICKET,186080.25
1453,A63,22-Nov-05,BUS TICKET,377131.64
1454,A36,23-Nov-04,BUS TICKET,346942.78
1455,A37,24-May-05,BUS TICKET,465683.38
1456,A38,25-May-05,BUS TICKET,388061.14
1457,A39,26-May-05,BUS TICKET,482512.25
1458,A40,27-May-05,BUS TICKET,338275.82
1459,A41,28-May-05,BUS TICKET,138408.27
1460,A42,29-May-05,BUS TICKET,417365.17
1461,A43,30-May-05,CAMERA,182523.86
1462,A44,31-May-05,SHOPPING,42313.6
1463,A45,01-Jun-05,AIR TICKET,443959.84
1464,A46,02-Jun-05,BUS TICKET,139519.21
1465,A47,03-Jun-05,TRAIN TICKET,293023.11
1466,A48,03-Jul-05,RENTAL,377531.79
1467,A49,03-Aug-05,MOVIE TICKET,251942.06
1468,A50,03-Sep-05,MOVIE TICKET,82299.94
1469,A51,03-Oct-05,MOVIE TICKET,21787.94
1470,A52,03-Nov-05,MOVIE TICKET,258132.93
1471,A53,03-Dec-05,MOVIE TICKET,85235.64
1472,A54,03-Jan-06,MOVIE TICKET,292020.54
1473,A55,03-Feb-06,MOVIE TICKET,15199.55
1474,A56,03-Mar-06,MOVIE TICKET,327358.8
1475,A57,03-Apr-06,MOVIE TICKET,92101.32
1476,A58,03-May-06,AUTO,163775.96
1477,A59,03-Jun-06,SHOPPING,43493.07
1478,A60,03-Jul-06,AIR TICKET,273977.69
1479,A61,03-Aug-06,BUS TICKET,294180.68
1480,A60,03-Sep-06,TRAIN TICKET,209649.02
1481,A61,03-Oct-06,RENTAL,8682.98
1482,A62,03-Nov-06,MOVIE TICKET,481412.75
1483,A56,03-Dec-06,JEWELLERY,223628.27
1484,A57,12-Jan-04,PETRO,179402.44
1485,A58,03-Jan-04,CLOTHES,383742.74
1486,A59,15-Jan-04,FOOD,181115.2
1487,A60,25-Jan-04,CAMERA,240648.48
1488,A61,17-Jan-05,CAMERA,393623.57
1489,A60,23-Feb-05,CAMERA,384933.82
1490,A61,01-Feb-05,CAMERA,90754.27
1491,A62,05-Feb-04,SHOPPING,333488.91
1492,A63,28-Feb-05,AIR TICKET,244678.86
1493,A64,16-Feb-05,BUS TICKET,468684.01
1494,A65,23-Feb-05,BUS TICKET,98178.42
1495,A66,03-Feb-05,BUS TICKET,162670.43
1496,A67,04-Feb-06,BUS TICKET,356872.73
1497,A68,25-Mar-06,BUS TICKET,204971.1
1498,A69,31-Mar-06,BUS TICKET,50449.44
1499,A70,23-Mar-06,BUS TICKET,80593.94
1500,A71,24-Mar-06,BUS TICKET,194447.62
